GMV,MV,EW,Active,NIFTY50
0.04857972372555014,0.00920331250981165,0.23863901103069216,0.2819576518470235,0.18476614387919282
0.13050880676835977,0.06324676471388278,0.1118584092330831,0.30510124801487143,0.023102908785628266
0.06178033418138424,0.04941009129011584,0.04304683921348872,0.32677663633534165,0.00923851914517258
0.15598882674518755,0.17310989132786037,0.06379364669213972,0.4519898088686333,0.01207826103522476
0.10983508923330773,0.10954007708532308,0.17445527039385153,0.2620438337528398,0.13504941176470553
-0.022708779218673987,-0.020341412941285254,0.015969937386072004,0.024437988810600823,0.01733845222597219
-0.001574117299246665,-0.0040490205114986815,-0.03107297871333344,-0.011548321721859468,-0.049026000489037026
0.09084421343832687,0.09917102525167344,0.013664692535783379,0.17382076895206217,-0.03194343261195603
0.08119933645879687,0.0752692621443122,-0.07316806901779951,-0.49465312749584595,-0.12468569607252941
-0.040144636174694034,-0.036943574726537115,-0.06018411057136771,-0.14624337335888407,-0.06452232842765414
0.1693027490030995,0.1749784779220505,0.20084421962255633,0.736999731330483,0.14515710485911362
0.09712062022171336,0.10077692183110686,0.008958113600699409,-0.12450239893584976,-0.0031441493329300587
0.06119115198287646,0.05748474256869046,0.09673282283456305,0.04326094423950374,0.08039553694898592
0.08304994797602205,0.08457229220965572,0.06758835389459171,-0.041498695122096044,0.035383023863377425
-0.014491107494522417,-0.010244890608547459,-0.04943013805016712,0.012332685608691985,-0.03768776142656294
0.1376056374265324,0.1388298050746992,0.06086922373121307,0.41408558734207634,0.028094781392156643
0.17816631884427436,0.17762525678741395,0.014322915923294393,0.18571998287586206,-0.018297901475471282
0.03249977927891224,0.03538340168833217,0.14466021236803692,0.562081185550769,0.0973918451105863
0.002461577724602849,0.0021317439562851667,0.07697140893006033,0.13250630242142233,0.06348350253807117
0.13366182014277375,0.12740208653449342,0.19383759712099313,0.7082481794832542,0.13531070075475118
0.21966145996977388,0.21467020246051344,0.1026590009609076,0.37861993021137935,0.046437228612532536
0.07064484305210952,0.06485888517659245,0.04810738171769105,0.05048269624911049,0.039913117717959384
0.09689229450539238,0.09142270393299314,0.051593533942842176,0.13385841842917012,0.025148804133916965
0.04801724500667366,0.04149387112000722,0.004155523002021651,-0.056165721343928124,-0.014427040395712859
0.07081449199251816,0.06937056681137634,-0.03676163009456302,0.10068574402978905,-0.05014040748043266
0.02816621429511228,0.03884656085796132,0.03279350256626081,-0.2764967315149733,-0.0003207991042779612
0.005315888171337352,0.01172564813333147,-0.012195247588846757,-0.1290068441344047,-0.026169247516155156
0.1336190580969844,0.13794987923837992,0.0991963601865972,0.30691715716159057,0.07099012715806918
0.10288756176562654,0.0994405473674052,0.07304841395369713,0.3165910787940309,0.03902144731682309
-0.07458423032537279,-0.07069246128426311,-0.051221390716469736,-0.07918164049807094,-0.04803972579064393
0.05240558347653599,0.048997888697563836,0.1337745279011547,0.06584285639057223,0.120690708299739
0.06817685469857444,0.061000828466860516,0.04813252238519795,-0.032596561378987664,0.0378416678021523
0.025872599888715413,0.016972574112114742,0.06153014176742221,0.1883055318200912,0.028117089770925065
0.029289060291539177,0.032699768268694904,0.12079006009261098,0.1533116060402026,0.07581268005639229
0.043898405642142355,0.0454288773656353,-0.054363980104840795,-0.0587312800811097,-0.03959850722174248
0.12155971619648057,0.11877787013244226,0.04162372340213916,0.017028471632393533,0.0593847948821896
0.030763884319633648,0.02601946085036614,0.036988830235966615,0.017679254173242485,0.020173973101369144
-0.03019502815123474,-0.019683479949035087,0.002468877350701106,0.025080517174208148,-0.006212004080344499
0.10683626870842225,0.09886611060746092,0.046815609404507685,0.3142174207273484,0.0700894357218147
0.06113416720199761,0.06700609838080873,0.0278434169411218,-0.10632829937920525,0.014190590077340663
-0.01475651594515341,-0.005324841617325678,-0.028907219516568033,-0.0851989595387134,-0.026669267994757332
-0.01689607906411024,-0.02619612076208615,0.0697054712464156,0.05358907932360165,0.05653748141055839
-0.09821122416294377,-0.1160144364461812,-0.3057595308363602,-0.3100633142363901,-0.2934391808323984
0.14791601102211527,0.28749961102773935,0.2555347843468381,0.007762614344030515,0.19823209560640886
0.0218986326716734,0.04020474108118086,0.15554589661138354,-0.17201610551229543,0.09177255122741988
0.17015773849312985,0.27373072830865697,0.2662316008095442,0.10508302825003096,0.23722775729816287
0.003101623460681239,-0.005388516079927123,0.12382293532565716,-0.3649519364571523,0.0507053838038871
0.03658472847263867,0.016629129465273566,0.12476068464571055,0.4848239447251744,0.07016684024587005
0.04242439193577124,0.07668643787504568,0.11156940474491941,0.06397929060127547,0.12064052412301672
-0.08342614084671372,-0.09511296116934755,0.0006161327479987867,-0.11042436828465171,-0.014990223150557676
-0.04572282121606273,-0.03281546539577249,0.014322784759815998,-0.044157996187154214,0.006378914432077783
0.056729105018037865,0.07057853584499245,-0.0991287172384945,-0.1556039445102876,-0.0964514235817863
-0.0036887113110555276,-0.015521482961272917,0.12766619458767645,-0.2937583477078205,0.08327497980070031
0.02757071085847252,0.02259685137126919,0.042877749636825904,-0.10790870825767465,0.059139423259732406
